Sample #	Day	Month	Year	Place	ETRS-TM 35FIN		Cause of Death	Hunter's evaluation		Sex	Age	Sender	Notes	Tissue -80 deg	Extracted DNA -20 deg	Purified DNA	MtDNA	Results checked	Nuclear DNA					NGS/Vienna	SNP chip/Sweden
					N	E		Species	Code 1-5								Cytb		Tshd	Tg	Mgf	Sptbn1	Prck1		
918	24	2	2013	Valtimo, Tuovila	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1		LE	1							
919	24	2	2013	Valtimo, Tuovila	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1		LE	1							
920	16	2	2013	"Valtimo; Tetrivaara"	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1		X	1							
921	2	10	2013	Valtimo, Marjokangas	7062664	589715	hunted	LE?	3			Eeva Lipponen		1	1		X	1							
922			2013	"Valtimo; Verkkojoki"	7062664	589715	hunted	LE?	3			Eeva Lipponen		1	1		X	1							
923	15	1	2015	"Valtimo; Haapakylä"	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1		X	1							
924	18	1	2015	Valtimo	7062664	589715	hunted	LE?	3			Eeva Lipponen/Valtimon rhy		1	1		X	1							
925	24	2	2013	Valtimo	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1										
926			2013	"Valtimo; Verkkojoki"	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1										
927	24	2	2013	Valtimo	7062664	589715	hunted	LE	5			Eeva Lipponen		1	1										
928	2	10	2013	Valtimo	7062664	589715	hunted	LE	4			Eeva Lipponen		1	1										
929	2	10	2013	"Valtimo; Marjokangas"	7062664	589715	hunted	LE	4			Eeva Lipponen		1	1										
930	28	2	2016	Liperi	6935958	621824	hunted	LE	5			Markus Pekkinen		1	1										
931	4	12	2015	Nurmes/Nurmijärvi?			found dead	LT 	1					1	1										
932	9	3	2015	Ruokolahti	6796694	597297	hunted	LT	1			Osmo Siilin		1	1										
933	9	9	2015	Lökkiö	6817935	592606	hunted	LT	1			Osmo Siilin		1	1										
934	9	12	2015	Lieviskä	6825098	591705	hunted	LT	1			Osmo Siilin		1	1										
935	13	9	2015	Ruokolahti	6796694	597297	hunted	LT	1			Osmo Siilin		1	1										
936	21	9	2015	Lökkiö	6817935	592606	hunted	LT	1			Osmo Siilin		1	1										
937	10	6	2015	Ruokolahti	6796694	597297	hunted	LT	1			Osmo Siilin		1	1										
938	20	10	2015	Lieviskä	6825098	591705	hunted	LT	1			Osmo Siilin		1	1										
939	11	11	2015	Lökkiö	6817935	592606	hunted	LT	1			Osmo Siilin		1	1										
940	14	12	2015	Ruokolahti	6796694	597297	hunted	LT	1			Osmo Siilin		1	1										
941	14	10	2015	Kaavi	6983665	575068	hunted	LT	1			Osmo Siilin		1	1										
942	10	9	2015	Nurmes	7047999	606011	found dead	LT	1	F	JUV	Evira	E20150917-079	1	1										
943	29	9	2015	Juva, Pihlajasalo	6838153	544208	hunted	LT	1	M	AD	Evira	E20151005-015	1	1										
944	22	9	2015	Kiihtelysvaara	6933569	667447	found dead	LT	1	M	AD	Evira	E20150928-040	1	1										
945	18	11	2015	Kerimäki, Savonlinna	6866338	619872	found dead	LT	1	M	JUV	Evira	E20151123-045	1	1										
946	28	10	2015	Kuopio	6973853	535023	found dead	LT	2	F	AD	Evira	E20151030-030	1	1										
947	6	12	20125	Joutseno	6776888	581281	found dead	LT	1			Evira	E20151216-018	1	1										
948	9	6	2015	Siilinjärvi	6993968	533331	lopetettu, huonokuntoinen	LT	1	F	JUV	Evira	E20150908-051, naaras	1	1										
949	25	8	2015	Tohmajärvi	6903843	673225	found dead	LT	1		AD	Evira	E20150827-030	1	1										
950	11	4	2015	Joensuu	6944285	641652	found dead	LT	1	F	JUV	Evira	E20151106-040	1	1										
951	12	8	2015	Lieksa	7024581	651669	found dead	LT	1	M	JUV	Evira	E20151209-043	1	1										
952	10	3	2015	Polvijärvi	6971857	620594	found dead	LT	1	F	JUV	Evira	E20151007-032	1	1										
953	20	12	2015	Mikkeli, Attola	6839424	514457	hunted	LT?	3			Marko	päässä ruskeat täplät, 3,1 kg suolistettuna	1	1										
954	27	2	2016	Vehmersalmi	6959455	552542	hunted	LE	5					1	1										
955	29	2	2016	Vehmersalmi	6894934	499505	hunted	LT	2					1	1										
956	7	11	2015	Kemi	7292711	388797	found dead	LT 	1	M	JUV	Evira	E20151111-057	1	1										
957	11	5	2015	Isokyrö	6994235	263012	found dead	LT	1	F	AD	Evira	E20151109-011	1	1										
958	30	1	2016	Liperi	6935958	621824	hunted	LE	1					1	1										
959	1	11	2015	Joensuu	6944610	639703	found dead	LT	1	F	AD	UEF	IIKKA, myös 832 & 962	1	1		LT	1							
960	14	9	2015	Liperi, Käsämä	6935958	621824		LE?	3			Jukka Pusa		1	1										
961	14	11	2015	Pudasjärvi	7251752	495315	hunted	LT	1					1	1										
962	1	11	2015	Joensuu, Jalavatie 20	6944285	641652	found dead	LT	1	F	AD	Evira	E20151103-052, IIKKA myös 832 & 959	1	1		LT	1							
963	20	10	2015	Kangasniemi	6872967	481267	lopetettu, huonokuntoinen	LT	1	M	JUV	Evira	E20151021-064, löydetty elävänä	1	1										
964	2	10	2013	Valtimo, Tetrivaara	7062664	589715	hunted	LT	1			Eeva Lipponen		1	1										
965			2013	Valtimo, Halmejärvi	7071641	587270	hunted	LT	1			Eeva Lipponen		1	1										
966	7	12	2015	Hämeenlinna	6765016	362869		LT	1					1	1										
967	29	1	2016	Hämeenlinna	6765016	362869		LT	1					1	1										
968	10	3	2016	Hämeenlinna	6765016	362869		LT	1					1	1										
969	11	12	2015	Sotkamo	7112462	567550	found dead	LT	1	M	AD	Evira	E20151117-054	1	1										
970	19	10	2015	Kemi	7292387	388282	found dead	LT	1	M	JUV	Evira	E20151015-029	1	1										
971	21	8	2015	Kemijärvi, Kostamontie	7406572	520679	found dead	LT	1	M	JUV	Evira	E20150826-065	1	1										
972	9	7	2015	Sodankylä	7477693	482457	found dead	LT	2	F	JUV	Evira	E20150908-036	1	1										
973	11	7	2015	Rovaniemi	7376530	443432	found dead	LT	1	F	AD	Evira	E20151110-028	1	1										
974	20	10	2015	Rovaniemi	7376530	443432	found dead	LT	1	M	AD	Evira	E20151021-045	1	1										
975	22	11	2015	Peräseinäjoki	6943752	297956	hunted	LT	2			Teuvo Toivonen	4,8 kg	1	1										
976	11	7	2015	Keminmaa	7306214	395839	hunted	LT	1					1	1										
977	3	10	2016					LE	5					1	1										
978	28	2	2016	Ruokolahti, Sikiölä	6803711	599917		LE?	2					1	1										
979	28	2	2016	Kirkkonummi	6667607	357693		LE	5					1	1										
980	27	2	2016	Nummi-Pusula	6713976	338318	hunted	LE	5			Voitto Jäppinen	Poikkeuksellisen vaalea	1	1										
981	27	2	2016	Nummi-Pusula	6713976	338318	hunted	LE	5			Voitto Jäppinen	Perinteinen rusakko	1	1										
982	25	1	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen		1	1										
983	2	10	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen	Ruskeat merkit naamassa ja korvissa	1	1										
984	28	2	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen	Turvassa ruskeaa	1	1										
985	10	2	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen	Ruskeat merkit naamassa ja korvissa	1	1										
986	24	1	2016	Kyyrö	6990445	659965	hunted	LT	1			Kyösti Turunen	Ruskeat merkit silmissä ja korvan tyvessä	1	1										
987	18	2	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen		1	1										
988	30	1	2016	Reisjärvi	7054580	397726	hunted	LE	4			Mirva Vippola		1	1										
989	4	3	2016	Joensuu, Pilkko	6946389	640083	found dead	LT	1	F	AD	UEF	Sipi (myös 1104)	1	1		LT	1							
990	20	2	2016	Kitee	6888936	664178	hunted	LT	1			Petri Vartiainen 		1											
991	20	2	2016	Kitee	6888936	664178	hunted	LE	4			Petri Vartiainen 		1	1		LE	1							
992	21	2	2016	Kitee	6888936	664178	hunted	LT	1			Ohto Salo		1											
993	20	12	2015	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen		1	1		X	1							
994	20	12	2015	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	1			Kyösti Turunen	mtDNA tulos epäselvä	1	1										
995	20	12	2015	Lieksa, Läpikäytävä	6998234	652700	hunted	LT?	3			Kyösti Turunen		1	1		LT	1							
996	29	1	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LT	2			Kyösti Turunen		1	1		X	1							
997	24	1	2016	Lieksa, Läpikäytävä	6998234	652700	hunted	LE	5			Kyösti Turunen		1	1		X	1							
998	28	2	2016	Parkano	6881752	291759	hunted	LE	5			Ari Sillanpää	3.7kg	1	1		LE	1							
999	16	2	2016	Kuusamo, Lämsänkylä	7304705	634018	hunted	LT	2				Isot vaaleat silmät	1											
1000	6	12	2015				hunted	LT	1					1											
1001	28	2	2016	Parkano	6881752	291759	hunted	LE	5			Ari Sillanpää	4.1kg	1	1		LE	1							
1002	29	2	2016	Parkano	6881752	291759	hunted	LE	5			Ari Sillanpää	3.7kg	1	1		LE	1							
1003	29	2	2016	Parkano	6881752	291759	hunted	LE	5			Ari Sillanpää	4.0kg	1	1		LE	1							
1004	29	11	2015	Lapinlahti	7026262	519378	hunted	LE	5			Eija Järveläinen	4.6kg	1	1		LT	1							
1005	1	10	2015	Lapinlahti	7026262	519378	hunted	LE	5			Eija Järveläinen	3.0kg	1	1		LE	1							
1006	7	11	2015	Lapinlahti	7026262	519378	hunted	LE	5			Eija Järveläinen	3.9 kg suolistettuna	1	1		X	1							
1007	24	10	2015	Varpaisjärvi	7025847	537774	hunted	LE	5			Eija Järveläinen		1	1		X	1							
1008	18	2	2016	Säkylä	6777143	248318	hunted	LE	5			Mauri Krusberg	4.6kg	1	1		LE	1							
1009	13	2	2016	Säkylä	6777143	248318	hunted	LE	5			Mauri Krusberg	3.6kg	1	1		LE	1							
1010	22	2	2016	Säkylä, Köyliö	6793385	241884	hunted	LE	5			Antti Härkälä	4kg	1	1		X	1							
1011	14	10	2015	Aura	6731073	260403	hit by car	LE	5			Antti Härkälä	2.8kg	1	1		X	1							
1012	4	2	2016	Säkylä, Köyliö	6794704	243397	hunted	LE	5			Antti Härkälä	4.18kg	1	1		LE	1							
1013	22	3	2016	Säkylä, Köyliö	6788394	249801	hit by car	LT	1			Antti Härkälä	2.8kg	1											
1014	15	4	2016	Pöytyä, Yläne	6763435	251892	hit by car	LT	1			Antti Härkälä	4.3kg	1											
1015	7	4	2016	Säkylä, Köyliö	6784312	247597	hit by car	LE	5			Antti Härkälä		1	1		LE	1							
1016	4	11	2014	Nurmes	7047999	606011	found dead	LE	5	M		Evira	E20141106-040	1	1		LE	1							
1017	8	10	2014	Oulu	7210861	427992	found dead	LE	5	F		Evira	E20141009-033	1	1		X	1							
1018	19	2	2015	Imatra	6783180	595165	found dead	LE	5	M		Evira	E20150225-049	1	1		X	1							
1019	6	4	2015	Sievi	7088934	378372	found dead	LE	5	M		Evira	E20150408-053	1	1		LE	1							
1020	20	10	2014	Polvijärvi	6971857	620594	found dead	LE	5	M		Evira	E20141028-008	1	1		LE	1							
1021	2	10	2014	Heinola	6786031	448137	found dead	LE	5	F		Evira	E20141007-070	1	1		X	1							
1022	11	1	2015	Laihia	6992942	247300	found dead	LE	5	F		Evira	E20150113-077	1	1		LE	1							
1023	15	10	2014	Imatra	6783180	595165	found dead	LE	5	F		Evira	E20141017-015	1	1		X	1							
1024	22	11	2014	Mäntyharju	6809385	493347	found dead	LE	5	M		Evira	E20141127-016	1	1		X	1							
1025	27	11	2014	Kuopio	6973853	535023	found dead	LE	5	F		Evira	E20141203-014	1	1		X	1							
1026	28	10	2014	Kitee	6888936	664178	found dead	LE	5	F		Evira	E20141030-048	1	1		LE	1							
1027	26	9	2014	Polvijärvi	6971857	620594	found dead	LE	5	M		Evira	E20140930-084	1	1		X	1							
1028	3	5	2015	Ylivieska	7107398	379702	found dead	LE	5	M		Evira	E20150805-041	1	1		X	1							
1029	9	1	2015	Kajaani	7122482	535321	lopetettu, huonokuntoinen	LE	5	M		Evira	E20150109-065	1	1		LE	1							
1030	8	10	2014	Savonlinna	6861105	598800	found dead	LE	5	F		Evira	E20141010-117	1	1		X	1							
1031	20	6	2015	Merikarvia	6870849	211139	found dead	LE	5	F		Evira	E20150724-045	1	1		X	1							
1032	28	7	2015	Lapinlahti	7026262	519378	found dead	LE	5	M		Evira	E20150730-040	1	1		X	1							
1033	1	12	2014	Kurikka	6951548	264050	found dead	LE	5	F		Evira	E20141205-087	1	1		LE	1							
1034	9	10	2014	Äänekoski	6942039	434538	lopetettu, huonokuntoinen	LE	5	F		Evira	E20141010-056	1	1		X	1							
1035	27	7	2015	Oulu, Pateniemi	7218228	425463	found dead	LE	5	F		Evira	E20150728-071	1	1		X	1							
1036	3	1	2016	Liminka, Ala-Temmes	7183186	431133	found dead	LE	5	M	JUV	Evira	E20160104-024	1	1		LE	1							
1037	31	3	2015	Posio	7332639	553048	found dead	LT	1	F		Evira	E20150402-036	1											
1038	25	2	2015	Kuusamo	7317680	599456	found dead	LT	1	F		Evira	E20150225-108	1											
1039	2	1	2015	Alavieska	7118353	369105	hunted	LT	1	M		Evira	E20150105-039	1											
1040		1	2015	Suomussalmi	7196865	590203	found dead	LT	1	F		Evira	E20150130-047	1											
1041	15	11	2014	Nummi	6702010	338140	found dead	LT	1	F		Evira	E20141118-144	1											
1042	5	5	2015	Kuusamo	7317680	599456	found dead	LT	1	F		Evira	E20150505-029	1											
1043	16	11	2014	Iisalmi	7047964	509289	found dead	LT	2	M		Evira	E20141118-037	1											
1044	13	12	2014	Kannonkoski	6984168	411976	found dead	LT	1	F		Evira	E20150107-029	1											
1045	15	11	2014	Utajärvi	7182024	472259	hunted	LT	1	F		Evira	E20141117-130	1											
1046	7	5	2015	Kontiolahti	6962775	645192	found dead	LT	1	F		Evira	E20150511-019	1											
1047	23	3	2015	Paltamo	7142904	540105	found dead	LT	1	F		Evira	E20150330-044	1											
1048	19	5	2015	Hyrynsalmi	7173323	571139	lopetettu, huonokuntoinen	LT	1	F		Evira	E20150520-043, lopetettu	1											
1049	15	5	2015	Pielavesi	7011501	487719	found dead	LT	1	M		Evira	E20150519-038, runsaasti punkkeja	1											
1050	11	1	2015	Rauma	6789533	204574	hunted	LT	1	F		Evira	E20150114-034, rupea leuassa ja suun ympärillä	1											
1051	1	11	2014	Rovaniemi	7376530	443432	found dead	LT	1	M		Evira	E20141107-055	1											
1052	15	11	2014	Hirvensalmi	6834462	488203	hunted	LT	1			Evira	E20141119-023	1											
1053	6	5	2015	Kuopio	6973853	535023	found dead	LT	1	M		Evira	E20150512-027	1											
1054	6	1	2015	Tampere	6822513	327629	found dead	LT	1	F		Evira	E20150100-022	1											
1055	10	12	2014	Taivalkoski	7273243	557236	found dead	LT	1	M		Evira	E20141210-093	1											
1056	15	12	2014	Kitee	6888936	664178	found dead	LT	1	M		Evira	E20141217-050	1											
1057	16	5	2015	Nurmes	7047999	606011	found dead	LT	1	M		Evira	E20150521-036	1											
1058	9	7	2015	Liminka	7188203	424587	found dead	LT	1	M		Evira	E20150710-046	1											
1059	27	8	2014	Juuka	7014304	613232	found dead	LT	1	M		Evira	E20141111-064	1											
1060	2	10	2014	Vieremä	7068496	500255	found dead	LT	1	M		Evira	E20141003-043	1											
1061	22	5	2015	Maaninka	7002977	515123	found dead	LT	1	F		Evira	E20150527-024	1											
1062			2016	Hovinkylä, Lappeenranta	6761610	559185	hunted	LE	5					1	1		LE	1							
1063	22	2	2016	Pieksämäki	6907454	508064	hunted	LT 	1					1											
1064			2016	Lappeenranta	6769913	564116	hunted	LT	2					1											
1065			2016	Lappeenranta	6769913	564116	hunted	LE	3					1	1		LT	1							
1066			2016	Vilkjärvi, Lappeenranta	6759132	553106	hunted	LT	2					1											
1067	21	2	2016	Pieksämäki	6907454	508064	hunted	LT	1					1											
1068	24	2	2016	Kannonkoski, Mannilankylä	6982237	414643	hunted	LE	5			Reijo Vesterinen		1	1		LE	1							
1069	21	2	2016	Pieksämäki	6907454	508064	hunted	LT	1					1											
1070	1	12	2015	Hirvijärvi, Haukivuori	6848456	500266	hunted	LE	5					1	1		LE	1							
1071	28	2	2016	Häkkilä, Rautalampi	6930556	482182	hunted	LE	5					1	1		LE	1							
1072	16	10	2015	Hirvijärvi, Haukivuori	6848456	500266	hunted	LT	1					1											
1073	28	2	2016	Häkkilä, Rautalampi	6930556	482182	hunted	LT	1					1											
1074	12	2	2016	Vanaja, Pieksämäki	6918671	487300	hunted	LT	1					1											
1075	24	1	2016	Rautalampi	6943389	491556	hunted	LT	1					1											
1076	28	1	2016	Rautalampi, Kuorekoski	6928743	490218	hunted	LT	1					1											
1077	21	2	2016	Rautalampi	6943389	491556	hunted	LT	1					1											
1078	7	2	2016	Rautalampi	6943389	491556	hunted	LE	5					1	1		X	1							
1079	22	2	2016	Pieksämäki	6907454	508064	hunted	LT	1					1											
1080	19	2	2016	Pieksämäki	6907454	508064	hunted	LT	1					1											
1081	23	1	2016	Valtimo	7062664	589715	hunted	LE	5			Terhi Lipponen 		1	1		X	1							
1082	28	2	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE?	3			Antti Lipponen 		1	1		LT	1							
1083	14	2	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE?	3			Antti Lipponen 		1	1		LE	1							
1084	6	2	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE	5			Teuvo Tuovinen 		1	1		X	1							
1085	23	1	2016	Valtimo	7062664	589715	hunted	LE	5			Jussi Lipponen 	mtDNA tulos epäselvä	1	1										
1086	3	1	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE	5			Antti Lipponen 		1	1		LT	1							
1087	28	2	2016	Valtimo	7062664	589715	hunted	LE	5			Teuvo Tuovinen 		1	1		X	1							
1088	1	1	2016	Valtimo	7062664	589715	hunted	LE	5			Antti Lipponen 	4,8 kg ennen suolistusta	1	1		X	1							
1089	23	1	2016	Valtimo	7062664	589715	hunted	LE	5			Teuvo Tuovinen 	4.6kg ennen suolistusta	1	1		LT	1							
1090	6	2	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE	5			Terhi Lipponen 	4.3kg	1	1		X	1							
1091	27	2	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE	5			Martti Rytkunen 	7.8kg	1	1		LE	1							
1092	13	2	2016	Valtimo	7062664	589715	hunted	LE	5			Timo Karppinen 	4.3kg	1	1		X	1							
1093	6	2	2016	Haapakylä, Valtimo	7062664	589715	hunted	LE	5			Lipponen 	4.5kg	1	1		LT	1							
1094	14	2	2016					LE	5				Ei sijainti- eikä metsästäjätietoja	1	1		X	1							
1095	14	2	2016					LE	5				Ei sijainti- eikä metsästäjätietoja	1	1		LE	1							
1096	14	2	2016					LT	1				Ei sijainti- eikä metsästäjätietoja	1											
1097	14	2	2016					LT	1				Ei sijainti- eikä metsästäjätietoja	1											
1098	24	1	2016					LE	5				Ei sijainti- eikä metsästäjätietoja	1	1		LE	1							
1099	29	11	2015	Juva	6863056	545055	hunted	LE?	3			Iiro Hämäläinen 		1	1		LT	1							
1100	19	2	2016	Pieksämäki	6907454	508064	hunted	LE?	3			Iiro Hämäläinen 		1	1		X	1							
1101	7	2	2016	Rautalampi	6943389	491556	hunted	LE?	3			Iiro Hämäläinen 		1	1		LE	1							
1102	23	2	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LE	5	M	AD	UEF	Disa	1	1		LE	1							
1103	18	3	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LE	5	M	AD	UEF	Edvard	1	1		LE	1							
1104	16	2	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LT	1	F	AD	UEF	Sipi	1	1		LT	1							
1105	15	3	2016	Joensuu, Pilkko	6947055	639179	Seurantaeläin	LE	5	M	AD	UEF	Kristoffer	1	1		LE	1							
1106	8	4	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LT	1	M	AD	UEF	Suoma	1	1										
1107	30	3	2016	Joensuu, Kyyrönsuo	6949470	640173	Seurantaeläin	LE	5	F	AD	UEF	Usko	1	1		LE	1							
1108	1	2	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LE	5	F	AD	UEF	Riitta	1	1		LE	1							
1109	2	3	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LE	5	M	AD	UEF	Virva	1	1		LE	1							
1110	17	3	2016	Joensuu, Pilkko	6947055	639179	Seurantaeläin	LT	1	F	AD	UEF	Kerttuli	1	1										
1111	16	2	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LT	1	M	AD	UEF	Kai 	1	1										
1112	10	2	2016	Joensuu, Pilkko	6947055	639179	Seurantaeläin	LE	5	F	AD	UEF	Elna	1	1		LE	1							
1113	1	2	2016	Joensuu, Botania	6944196	639802	Seurantaeläin	LE	5	F	AD	UEF	Berit	1	1		LE	1							
1114	27	12	2015					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		LE	1							
1115	2	1	2016					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		X	1							
1116	22	11	2013					LT	1				Ei tietoa lähettäjästä eikä paikasta	1											
1117	23	1	2016					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		LE	1							
1118	10	1	2016					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		LE	1							
1119	2	1	2016					LE	5				Ei tietoa lähettäjästä eikä paikasta, näyte kuivahtanut	1	1		LE	1							
1120	27	12	2015					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		LE	1							
1121	19	12	2015					LT	1				Ei tietoa lähettäjästä eikä paikasta	1											
1122	27	12	2015					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		LE	1							
1123	27	12	2015					LE	5				Ei tietoa lähettäjästä eikä paikasta	1	1		LE	1							
1124	9	1	2016					LE	5			J. Karjalainen		1	1		LE	1							
1125	22	11	2015	Liminka	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1											
1126	9	12	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen	1	1	1		LE	1							
1127	15	12	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen	iso	1	1		X	1							
1128	9	12	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen	2	1	1		LE	1							
1129	13	12	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen	pieni	1	1		LE	1							
1130	21	12	2015	Liminka	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1											
1131	11	10	2015	Liminka	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1											
1132	22	11	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		LE	1							
1133	28	12	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		X	1							
1134	24	11	2015	Liminka	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1											
1135	23	11	2015	Liminka	7188203	424587	hunted	LE	5			Jarmo Karjalainen		1	1		X	1							
1136	19	11	2015	Liminka	7188203	424587	hunted	LT	1			Jarmo Karjalainen		1											
1137			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		LE	1							
1138			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		LE	1							
1139			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		X	1							
1140	5	11	2015	Haukivuori	6848456	500266	hunted	LT	1			Vilho Hänninen		1											
1141	11	12	2015	Pieksämäki	6907454	508064	hunted	LT	1			Vilho Hänninen		1											
1142	11	2	2016	Pieksämäki	6907454	508064	hunted	LT	1			Vilho Hänninen		1											
1143			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		LE	1							
1144			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		LE	1							
1145			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		LE	1							
1146			2016	Kausala, Iitti	6750601	463220	hunted	LE	5			Jarmo Sakki		1	1		X	1							
1147	28	2	2016	Oulainen	7128536	394222	hunted	LE	5			Pekka Seppinen		1	1		LE	1							
1148	23	2	2016	Siikajoki, Tuomioja	7218582	457391	hunted	LE	5			Pekka Seppinen		1	1		X	1							
1149	29	2	2016	Siikajoki, Tuomioja	7218582	457391	hunted	LE	5			Pekka Seppinen		1	1		LE	1							
1150	5	12	2015	Oulainen	7128536	394222	hunted	LT	2			Pekka Seppinen		1											
1151	11	3	2016	Oulainen	7128536	394222	hit by car	LE	5			Pekka Seppinen		1	1		LE	1							
1152	29	2	2016	Siikajoki, Tuomioja	7218582	457391	hunted	LE	5			Pekka Seppinen		1	1		LE	1							
1153	23	2	2016	Siikajoki, Tuomioja	7218582	457391	hunted	LE	5			Pekka Seppinen		1	1		X	1							
1154			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		X	1							
1155			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		LE	1							
1156			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		LE	1							
1157			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		LE	1							
1158			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		X	1							
1159			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		LE	1							
1160			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		LE	1							
1161			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		X	1							
1162			2015	Nivala	7090783	399684	hunted	LE	5			Esa Konttila	 vaalea, hyväkuntoinen, näytteet samassa pussissa	1	1		X	1							
1163	24	1	2016	Juva	6863056	545055	hunted	LE	5			Iiro Hämäläinen 		1	1		LE	1							
1164	25	1	2016	Juva	6863056	545055	hunted	LE	5			Iiro Hämäläinen 		1	1		X	1							
1165	16	1	2016	Juva	6863056	545055	hunted	LE	5			Iiro Hämäläinen 		1	1		LE	1							
1166	24	1	2016	Juva	6863056	545055	hunted	LT	1			Iiro Hämäläinen 		1											
1167	30	1	2016	Juva	6863056	545055	hunted	LE	5			Sauli Pasanen		1	1		LE	1							
1168	30	1	2016	Juva	6863056	545055	hunted	LE	5			Iiro Hämäläinen 		1	1		LE	1							
1169	27	12	2015	Haavisto, Karkkila	6712394	354327	hunted	LE	5			Markku Sundström	4.06kg	1	1		LE	1							
1170	17	1	2016	Haavisto, Karkkila	6712394	354327	hunted	LE	5			Markku Sundström	3.86kg	1	1		LE	1							
1171	7	2	2016	Haavisto, Karkkila	6712394	354327	hunted	LE	5			Markku Sundström	3.81kg	1	1		X	1							
1172	24	2	2016	Haavisto, Karkkila	6712394	354327	hunted	LE	5			Markku Sundström	3.50kg	1	1		X	1							
1173	26	2	2016	Haavisto, Karkkila	6712394	354327	hunted	LE	5			Markku Sundström	3.51kg	1	1		LE	1							
1174	28	2	2016	Haavisto, Karkkila	6712394	354327	hunted	LE	5			Markku Sundström	2.90kg	1	1		X	1							
1175	27	2	2016	Ylivieska	7107398	379702	hunted	LT	1			Miika Moilanen		1											
